code,name,hierarchy,final_description
subj:04008030,imports,3,"Name: imports
Description: What is bought abroad and brought into a country for resale "
subj:04008031,exports,3,"Name: exports
Description: What is produced or manufactured in your country and sent and sold elsewhere "
subj:04008032,trade agreements,3,"Name: trade agreements
Description: Government level agreements between countries for the sale and purchase of goods and services "
subj:04008033,trade policy,3,"Name: trade policy
Description: Governmental decisions on tariffs, shipping, embargoes, and the types or kinds of goods and services to be imported and exported "
subj:04008034,business enterprises,3,"Name: business enterprises
Description: Organizations set up usually for profit-making purposes by creating and selling a product or service "
subj:04008035,tariff,3,"Name: tariff
Description: Fees placed on goods imported or exported, often punitive "
subj:04008036,trade balance,3,"Name: trade balance
Description: The difference between the financial value of imports and exports "
subj:04009000,market and exchange,2,"Name: market and exchange
Description: Organized entities for buying and selling stocks, currencies, commodities and other goods "
subj:04009001,energy,3,"Name: energy
Description: Stories related to energy trading and markets "
subj:04009002,metal,3,"Name: metal
Description: Markets for trading base metals such as copper, aluminium, steel, zinc etc "
subj:04009003,securities,3,"Name: securities
Description: Markets for trading types of company paper such as stocks and bonds "
subj:04009004,soft commodity,3,"Name: soft commodity
Description: Trading in commodities such as cotton, sugar, sorghum, soybeans etc. "
subj:04010000,media,2,"Name: media
Description: The various means of disseminating news and information to the public "
subj:04010001,advertising,3,"Name: advertising
Description: Methods of promoting goods and service to consumers through video, graphics, print text etc "
subj:04010002,book,3,"Name: book
Description: The business of producing and selling bound media, whether fiction or non-fiction "
subj:04010003,cinema industry,3,"Name: cinema industry
Description: The business of cinema "
subj:04010004,news agency,3,"Name: news agency
Description: Commercial agencies for production and distribution of newsworthy events through print, broadcast, video or electronic media "
subj:04010005,newspaper and magazine,3,"Name: newspaper and magazine
Description: The business of producing bound and unbound printed paper products for periodic distribution of news items "
subj:04010006,online,3,"Name: online
Description: The business of distributing news and information through computer networks for public consumption "
subj:04010007,public relation,3,"Name: public relation
Description: The job of promoting products and services through advertising campaigns and/or through person-to-person contact or through news releases "
subj:04010008,radio industry,3,"Name: radio industry
Description: Business of radio "
subj:04010009,satellite and cable service,3,"Name: satellite and cable service
Description: The business of transmitting of news, entertainment and information via satellite or cable television services "
subj:04010010,television industry,3,"Name: television industry
Description: Business of television "
subj:04010011,music industry,3,"Name: music industry
Description: Recording, production, marketing of music "
subj:04011000,manufacturing and engineering,2,"Name: manufacturing and engineering
Description: Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering. "
subj:04011001,aerospace,3,"Name: aerospace
Description: Companies that assemble or manufacture components for airplanes and space ships. "
subj:04011002,automotive equipment,3,"Name: automotive equipment
Description: Companies that produce components for automobiles "
subj:04011003,defence equipment,3,"Name: defence equipment
Description: Manufacturers of guns, tanks, cannons, ships etc for the military and non-military protection services "
subj:04011004,electrical appliance,3,"Name: electrical appliance
Description: Makers of large and small electrical goods for use in homes or business "
subj:04011005,heavy engineering,3,"Name: heavy engineering
Description: Manufacturers of cranes, bulldozers and the like for use in major construction projects "
subj:04011006,industrial component,3,"Name: industrial component
Description: Manufacturers of mechanical, electrical, electronic items needed in the manufacture of other items "
subj:04011007,instrument engineering,3,"Name: instrument engineering
Description: Manufacturers of instruments for calibration, measurement of things like speed, pressure, distance "
subj:04011008,shipbuilding,3,"Name: shipbuilding
Description: Manufacturers of ships, submarines, barges. "
subj:04011009,machine manufacturing,3,"Name: machine manufacturing
Description: Manufacturers of turbines, engines, fans , pumps , motors and components for powered equipment. "
subj:04012000,metal and mineral,2,"Name: metal and mineral
Description: Production and refining of ores into metals "
subj:04012001,building material,3,"Name: building material
Description: Manufacture of materials like wallboard, lumber wiring for the building industry "
subj:04012002,gold and precious material,3,"Name: gold and precious material
Description: Mining, refining and sales of gold and other precious metals "
subj:04012003,iron and steel,3,"Name: iron and steel
Description: Mining, refining and sales of iron-based metals "
subj:04012004,non ferrous metal,3,"Name: non ferrous metal
Description: Mining, refining and sales of copper, zinc, aluminium, and other metals not based on iron "
subj:04012005,mining,3,"Name: mining
Description: The industry of digging for metals, raw materials such as coal, or precious gems such as diamonds "
subj:04013000,process industry,2,"Name: process industry
Description: The business of turning raw materials into useable products "
subj:04013001,distiller and brewer,3,"Name: distiller and brewer
Description: Manufacture of alcoholic beverages "
subj:04013002,food,3,"Name: food
Description: The business of processing, distributing and selling for basic human consumption "
subj:04013003,furnishings and furniture,3,"Name: furnishings and furniture
Description: Manufacture of furniture, wallpaper, paints and fabrics for interior decoration "
subj:04013004,paper and packaging product,3,"Name: paper and packaging product
Description: Production of paper material for writing, wrapping, printing, or packaging "
subj:04013005,rubber product,3,"Name: rubber product
Description: Production of rubber based materials for gloves, protective coatings, hoses and the like "
subj:04013006,soft drinks,3,"Name: soft drinks
Description: Production of non-alcoholic drinks "
subj:04013007,textile and clothing,3,"Name: textile and clothing
Description: Production of fabrics for furnishings and fixtures, and for clothing of various types "
subj:04013008,tobacco,3,"Name: tobacco
Description: Growing, producing and sale of tobacco products "
subj:04014000,tourism and leisure,2,"Name: tourism and leisure
Description: Tourism and leisure industries "
subj:04014001,casino and gambling,3,"Name: casino and gambling
Description: The business of providing outlets for various games of chance using cards, dice, spinning wheels to betting on animal races "
subj:04014002,hotel and accommodation,3,"Name: hotel and accommodation
Description: The business of providing food and shelter to travellers "
subj:04014003,recreational and sporting goods,3,"Name: recreational and sporting goods
Description: Manufacture of goods for leisure activities "
subj:04014004,restaurant and catering,3,"Name: restaurant and catering
Description: The business of providing prepared foods for customers in groups large and small "
subj:04014005,tour operator,3,"Name: tour operator
Description: Operators of trips either locally, as around town, or to other countries "
subj:04015000,transport,2,"Name: transport
Description: The means of getting from one place to the other without walking "
subj:04015001,air transport,3,"Name: air transport
Description: Airplane and airport operations "
subj:04015002,railway,3,"Name: railway
Description: The business of transporting people or cargo by rail "
subj:04015003,road transport,3,"Name: road transport
Description: The business of transport goods by trucks and highways "
subj:04015004,waterway and maritime transport,3,"Name: waterway and maritime transport
Description: Commercial movement of people or goods via boats, ships and water "
subj:04016000,company information,2,"Name: company information
Description: Information about individual companies or business entities "
subj:04016001,accounting and audit,3,"Name: accounting and audit
Description: Changes in choice of auditing firm. Reports on impact of changes in GAAP. "
subj:04016002,annual and special corporate meeting,3,"Name: annual and special corporate meeting
Description: Announcements of upcoming meetings. Reports on meetings. "
subj:04016003,annual report,3,"Name: annual report
Description: Availability or contents of annual company reports. "
subj:04016004,antitrust issue,3,"Name: antitrust issue
Description: Antitrust activities, monopoly regulation, etc. "
subj:04016005,"merger, acquisition and takeover",3,"Name: merger, acquisition and takeover
Description: News on mergers, takeovers or acquisitions. "
subj:04016006,analysts' comment,3,"Name: analysts' comment
Description: Stock analyst comments, analysis and recommendations. "
subj:04016007,bankruptcy,3,"Name: bankruptcy
Description: Actual bankruptcy filings. "
subj:04016008,board of directors (appointment and change),3,"Name: board of directors (appointment and change)
Description: Appointments to or changes in the board of directors for a company. "
subj:04016009,buyback,3,"Name: buyback
Description: Stock buyback programs. This should be kept distinct from Stock Activity (see below). "
subj:04016010,C.E.O. interview,3,"Name: C.E.O. interview
Description: Interviews with Chief Executive Officers. "
subj:04016011,corporate officer,3,"Name: corporate officer
Description: Appointments or changes in corporate officers. "
subj:04016012,corporate profile,3,"Name: corporate profile
Description: Descriptive profiles of companies. "
subj:04016013,contract,3,"Name: contract
Description: Commercial contracts. "
subj:04016014,defence contract,3,"Name: defence contract
Description: The award of government contracts for defence related activity. "
subj:04016015,dividend announcement,3,"Name: dividend announcement
Description: Announcements regarding the disbursement of dividends. "
subj:04016016,earnings forecast,3,"Name: earnings forecast
Description: Analyst prediction of company earnings. "
subj:04016017,financially distressed company,3,"Name: financially distressed company
Description: Aa company is financially distressed - not yet having filed for bankruptcy. "
subj:04016018,earnings,3,"Name: earnings
Description: Any increase of earnings results. "
subj:04016019,financing and stock offering,3,"Name: financing and stock offering
Description: New offerings of equity including initial public offerings. "
subj:04016020,government contract,3,"Name: government contract
Description: The award of government contracts not related to defence activity "
subj:04016021,global expansion,3,"Name: global expansion
Description: Planned or actual openings of offices in countries for the first time. "
subj:04016022,insider trading,3,"Name: insider trading
Description: The purchase or sales of stock by corporate officers or board members. "
subj:04016023,joint venture,3,"Name: joint venture
Description: Joint ventures between companies. (Not marketing related - see Marketing.) "
subj:04016024,leveraged buyout,3,"Name: leveraged buyout
Description: Leveraged buyouts. "
subj:04016025,layoffs and downsizing,3,"Name: layoffs and downsizing
Description: Planned or actual reductions in the labour force. "
subj:04016026,licensing agreement,3,"Name: licensing agreement
Description: Licensing agreements between companies. "
subj:04016027,litigation and regulation,3,"Name: litigation and regulation
Description: Corporate law including litigation and regulations. "
subj:04016028,management change,3,"Name: management change
Description: Major appointments or changes in management below the level of corporate officer. "
subj:04016029,marketing,3,"Name: marketing
Description: Includes news regarding joint marketing agreements between companies, adoption of new product marketing strategies, etc. "
subj:04016030,new product,3,"Name: new product
Description: Announcements of new products. "
subj:04016031,"patent, copyright and trademark",3,"Name: patent, copyright and trademark
Description: News related to patents, copyright and trademarks. "
subj:04016032,plant closing,3,"Name: plant closing
Description: Announcements of planned or actual plant closings. "
subj:04016033,plant opening,3,"Name: plant opening
Description: Announcements of planned or actual plant openings. "
subj:04016034,privatisation,3,"Name: privatisation
Description: Privatisation (privatisation) of state run companies. "
subj:04016035,proxy filing,3,"Name: proxy filing
Description: Filings with regulatory agencies of proxy statements for upcoming shareholder votes. "
subj:04016036,rating,3,"Name: rating
Description: Corporate and sovereign debt and credit ratings (e.g. SandP or Moody's) "
subj:04016037,research and development,3,"Name: research and development
Description: Research and expenditure on new product development. "
subj:04016038,quarterly or semiannual financial statement,3,"Name: quarterly or semiannual financial statement
Description: Availability or contents of quarterly or semi-annual corporate reports. "
subj:04016039,restructuring and recapitalisation,3,"Name: restructuring and recapitalisation
Description: Sale of company units, splits of existing companies into units under a holding company, etc. "
subj:04016040,spin-off,3,"Name: spin-off
Description: Creation of new companies being spun off from existing companies. "
subj:04016041,stock activity,3,"Name: stock activity
Description: Announcements of major stock events: splits, block trades, new highs or lows, etc. "
subj:04016042,industrial production,3,"Name: industrial production
Description: Manufacture of durable and non-durable goods "
subj:04016043,productivity,3,"Name: productivity
Description: The cost of labour to produce an item of value, often measured as output per hour per person "
subj:04016044,inventories,3,"Name: inventories
Description: Goods not sold and held by the producer, wholesaler or retailer "
subj:04016045,sales,3,"Name: sales
Description: Either the exchange of goods for money, or the practice of discounting prices to increase the amount of goods sold, or to get rid of outdated merchandise "
subj:04016046,corporations,3,"Name: corporations
Description: Business enterprises formally licensed with boards of directors and hierarchical structures of governance "
subj:04016047,shareholders,3,"Name: shareholders
Description: Anyone holding a piece of paper issued by a company which changes in value and entitles them to dividends depending on the performance of the company "
subj:04016048,corporate performance,3,"Name: corporate performance
Description: How well a company performs, measured by its net earnings, its dividends its earnings per share and price/earnings ratio "
subj:04016049,losses,3,"Name: losses
Description: When expenses exceed revenue "
subj:04016050,credit ratings,3,"Name: credit ratings
Description: Formal statements by certain rating agencies such as Standard and Poor's on the investment risk of a company, a country or enterprise "
subj:04016051,stock splits,3,"Name: stock splits
Description: Issuing multiple shares for one share of stock. Usually occurs when the price of a stock has increased so much that its purchase price is not attractive. A reverse split is when one share is issued for multiple shares, to raise the per share value. "
subj:04016052,stock options,3,"Name: stock options
Description: An agreement to either buy or sell a stock when it meets a certain price "
subj:04016053,recalls (products),3,"Name: recalls (products)
Description: A decision by a company to take back or repair a defective product "
subj:04016054,globalization,3,"Name: globalization
Description: Doing business around the world "
subj:04016055,consumers,3,"Name: consumers
Description: Buyers of goods and services "
subj:04016056,purchase,3,"Name: purchase
Description: Items that companies buy, such as raw materials, office supplies etc. "
subj:04016057,new service,3,"Name: new service
Description: New services added by a company, such as new flight routes, etc. "
subj:04017000,economy (general),2,"Name: economy (general)
Description: Content of a general nature about trade and the economy "
subj:04017001,economic policy,3,"Name: economic policy
Description: Government directed policy on production, taxes, tariffs and things that affect the direction and health of the economy "
subj:04018000,business (general),2,"Name: business (general)
Description: Content of a general nature about business "
subj:04018001,institution,3,"Name: institution
Description: Either an established law, practice or system or an organization having a social, religious, educational or similar purpose such as hospital, school, prison "
subj:04019000,finance (general),2,"Name: finance (general)
Description: Content of a general nature about finance "
subj:04019001,money and monetary policy,3,"Name: money and monetary policy
Description: Government bank directed policy on the amount of money in circulation and the rate at which it can be loaned "
subj:05000000,education,1,"Name: education
Description: All aspects of furthering knowledge of human individuals from birth to death. 
Keywords: early childhood education, primary schooling, secondary education, higher education, vocational training, adult learning, e-learning, online courses, education technology, lifelong learning, academic research, curriculum development, standardized testing, education policy, special needs education, education reform, teacher training, student loans, scholarships, educational psychology, literacy programs, STEM education, arts education, educational equity, homeschooling, international education, educational assessment, career counseling, tuition fees, learning disabilities, graduation rates, education funding, classroom technology, study abroad programs, educational leadership, distance learning, extracurricular activities, education conferences, pedagogy, cognitive learning, academic publishing, school accreditation, bilingual education, educational grants, MOOCs, student engagement, educational games, academic advising, educational standards, student exchange programs, education startups, education innovation, library science, textbook publishing, education entrepreneurship, educational workshops, school safety, education advocacy, student mentoring, education statistics, peer learning, after-school programs, digital literacy, educational outreach, special education resources, academic competitions, educational apps, learning models, teacher certification, education law, child development, education research, cultural literacy, academic scholarships, education networking, professional development for educators, education policy analysis"
subj:05001000,adult education,2,"Name: adult education
Description: Education provided for older students outside the usual age groups of 5-25 "
subj:05002000,further education,2,"Name: further education
Description: Any form of education beyond basic education of several levels "
subj:05003000,parent organisation,2,"Name: parent organisation
Description: Groups of parents set up to support schools "
subj:05004000,preschool,2,"Name: preschool
Description: Education for children under the national compulsory education age "
subj:05005000,school,2,"Name: school
Description: A building or institution in which education of various sorts is provided "
subj:05006000,teachers union,2,"Name: teachers union
Description: Organization of teachers for collective bargaining and other purposes "
subj:05007000,university,2,"Name: university
Description: Institutions of higher learning capable of providing doctorate degrees "
subj:05008000,upbringing,2,"Name: upbringing
Description: Lessons learned from parents and others as one grows up "
subj:05009000,entrance examination,2,"Name: entrance examination
Description: Exams for entering colleges, universities, junior and senior high schools, and all other higher and lower education institutes, including cram schools, which help students prepare for exams for entry to prestigious schools. "
subj:05010000,teaching and learning,2,"Name: teaching and learning
Description: Either end of the education equation "
subj:05010001,students,3,"Name: students
Description: People of any age in a structured environment, not necessarily a classroom, in order to learn something "
subj:05010002,teachers,3,"Name: teachers
Description: People with knowledge who can impart that knowledge to others "
subj:05010003,curriculum,3,"Name: curriculum
Description: The courses offered by a learning institution and the regulation of those courses "
subj:05010004,test/examination,3,"Name: test/examination
Description: A measurement of student accomplishment "
subj:05011000,religious education,2,"Name: religious education
Description: Instruction by any faith, in that faith or about other faiths, usually, but not always, conducted in schools run by religious bodies "
subj:06000000,environmental issue,1,"Name: environmental issue
Description: All aspects of protection, damage, and condition of the ecosystem of the planet earth and its surroundings. 
Keywords: climate change, global warming, deforestation, ozone layer depletion, air pollution, water pollution, soil contamination, endangered species, biodiversity loss, overfishing, habitat destruction, conservation efforts, sustainable development, renewable energy, recycling programs, carbon footprint reduction, environmental policy, eco-friendly technologies, greenhouse gas emissions, natural resource depletion, urban sprawl, environmental degradation, ecosystem services, wildlife preservation, marine pollution, acid rain, plastic waste, sustainable agriculture, clean air initiatives, clean water acts, environmental activism, oil spills, toxic waste disposal, environmental health impacts, invasive species, landfill overflow, melting ice caps, sea level rise, solar power adoption, wind energy expansion, geothermal energy, environmental education, organic farming, green building standards, low-carbon economy, electric vehicles, sustainable transport, public transit improvements, beach erosion, desertification, forest fires, eco-tourism, pesticide pollution, noise pollution, light pollution, environmental justice, climate adaptation, climate mitigation, environmental engineering, nature conservation laws, green politics, coral reef bleaching, fossil fuel divestment, animal poaching"
subj:06001000,renewable energy,2,"Name: renewable energy
Description: Environmental impact of renewable energy, including solar, wind, hydro, biomass and geothermal "
subj:06002000,conservation,2,"Name: conservation
Description: Preservation of wilderness areas, flora and fauna, including species extinction "
subj:06002001,endangered species,3,"Name: endangered species
Description: Those species of wildlife in danger of disappearing, largely because of changes in environment, hunting, or weather "
subj:06002002,ecosystem,3,"Name: ecosystem
Description: A system of plants, animals and bacteria interrelated in its physical/chemical environment "
subj:06003000,energy saving,2,"Name: energy saving
Description: Conservation of electrical, and other power sources "
subj:06004000,environmental politics,2,"Name: environmental politics
Description: The debate on environmental policy "
subj:06005000,environmental pollution,2,"Name: environmental pollution
Description: Corruption of air, water, land etc. by harmful substances "
subj:06005001,air pollution,3,"Name: air pollution
Description: Solid or gaseous matter affecting the quality of air that we breathe "
subj:06005002,water pollution,3,"Name: water pollution
Description: Solids or liquids that corrupt the quality of water that could be used for drinking or irrigation "
subj:06006000,natural resources,2,"Name: natural resources
Description: Stories about the environmental issues related to the exploitation of natural resources for human use "
subj:06006001,land resources,3,"Name: land resources
Description: That portion of a nation or state that is above water and available for development either for profit or for the general good of the public "
subj:06006002,parks,3,"Name: parks
Description: Areas set aside and developed for public enjoyment and recreation, including commercial development such as theme parks "
subj:06006003,forests,3,"Name: forests
Description: Open areas of trees either available for public enjoyment, or for commercial purposes "
subj:06006004,wetlands,3,"Name: wetlands
Description: Areas generally marshy and not either under water or dry land. Often related to aquifers for water quality and/or wildlife "
subj:06006005,mountains,3,"Name: mountains
Description: Elevated land masses formed over the ages either by erosion, volcanic eruption, or movement of massive geographical formations called plates "
subj:06006006,rivers,3,"Name: rivers
Description: Moving water areas bounded by land that extend from earth sources and meander through land areas to join with other water areas. In smaller forms they are creeks, rivulets, streams etc "
subj:06006007,oceans,3,"Name: oceans
Description: Salt water masses separating continents or other major geographical masses. smaller forms are seas or lakes or ponds "
subj:06006008,wildlife,3,"Name: wildlife
Description: All forms of animal life that have not been domesticated "
subj:06006009,energy resources,3,"Name: energy resources
Description: Such resources as coal, gas, wind, sunlight etc., used to generate heat, electricity and power "
subj:06007000,nature,2,"Name: nature
Description: Taken as a whole the natural environment of flora and fauna "
subj:06007001,invasive species,3,"Name: invasive species
Description: Non-native plants, animals and other organisms that tend to take over native species "
subj:06008000,population,2,"Name: population
Description: People and their growth and development within a natural setting "
subj:06009000,waste,2,"Name: waste
Description: Environmental impact of waste, including recycling efforts "
subj:06010000,water,2,"Name: water
Description: Environmental issues about bodies of water, including oceans, lakes, streams and reservoirs, as well as ice, glaciers and forms of precipitation "
subj:06011000,global warming,2,"Name: global warming
Description: All issues relating to global warming including temperature research, remote sensing on temperature trends, debate on global warming, ways to reduce emissions and carbon trading. "
subj:06012000,hazardous materials,2,"Name: hazardous materials
Description: Materials that are harmful to humans or animals if they are exposed to them. Includes radiation, poison gases, chemicals, heavy metals, PCBs, and certain plant products "
subj:06013000,environmental cleanup,2,"Name: environmental cleanup
Description: Processes whereby contaminated areas are cleaned of hazardous materials so they can be inhabited again by either people or animals. "
subj:07000000,health,1,"Name: health
Description: All aspects pertaining to the physical and mental welfare of human beings. 
Keywords: wellness, fitness, nutrition, mental health, disease prevention, public health, healthcare, exercise, stress management, dietary habits, health policy, medical research, substance abuse, therapy, mindfulness, chronic illness, vaccinations, epidemiology, pediatrics, senior health, occupational safety, psychological wellbeing, preventive medicine, health education, sexual health, lifestyle diseases, maternal health, alternative medicine, health tech, health disparities, environmental health, health insurance, personal hygiene, pharmaceutical advancements, holistic health, emotional health, geriatrics, telemedicine, meditation, surgical innovations, reproductive health, addiction recovery, clinical trials, patient care, orthopedics, immunotherapy, cardiovascular health, neurology, oncology, gastrointestinal health, diabetes management, sports medicine, healthcare policies, physical therapy, dental health, vision care, audiology, skin care, ergonomics, obesity treatment, yoga and health, health informatics, antibiotic resistance, health innovation, health science, mobile health, natural remedies, health ethics, childhood obesity, endocrinology, aging and longevity, genetic disorders, sleep patterns, allergy and immunology, health regulations, mental resilience, pandemic response, viral outbreaks, health risk factors, health-aware consumerism, precision medicine, behavioral therapy, microbiome and health, health supplements, hormonal health, integrative health, health advocacy, community health, global health issues, infection control, biomedical engineering, radiology, health data analytics"
subj:07001000,disease,2,"Name: disease
Description: Any harmful or destructive condition "
subj:07001001,communicable diseases,3,"Name: communicable diseases
Description: Diseases that can be transmitted from one person or animal to another "
subj:07001002,virus diseases,3,"Name: virus diseases
Description: Diseases caused by infection within cells by viruses "
subj:07001003,AIDS,3,"Name: AIDS
Description: Acquired Immunity Deficiency Syndrome, an incurable disease caused by the human immunodeficiency virus "
subj:07001004,cancer,3,"Name: cancer
Description: A serious and often fatal disease caused when normal cells mutate into tumours "
subj:07001005,heart disease,3,"Name: heart disease
Description: A degenerative and serious disease caused by narrowing of the arteries feeding the heart "
subj:07001006,alzheimer's disease,3,"Name: alzheimer's disease
Description: A disorder of the brain leading to dementia "
subj:07001007,animal diseases,3,"Name: animal diseases
Description: Disorders affecting animals that do not necessarily endanger humans "
subj:07001008,plant diseases,3,"Name: plant diseases
Description: Disorders affecting plants caused either by parasites or environmental factors "
subj:07001009,retrovirus,3,"Name: retrovirus
Description: A family of RNA viruses such as those causing leukaemia and AIDS "
subj:07002000,epidemic and plague,2,"Name: epidemic and plague
Description: An epidemic is a rapidly spreading condition in a community and a plague is usually a deadly disease of epidemic proportions "
subj:07003000,health treatment,2,"Name: health treatment
Description: In general treatment of diseases and other conditions to produce wellness "
subj:07003001,prescription drugs,3,"Name: prescription drugs
Description: Drugs that can be purchased only with a doctor's authorization "
subj:07003002,dietary supplements,3,"Name: dietary supplements
Description: Nutrients taken in addition to food to bolster health "
subj:07003003,diet,3,"Name: diet
Description: Controlled food consumption "
subj:07003004,medical procedure/test,3,"Name: medical procedure/test
Description: Any of a variety of treatments such as stress tests, catheterization, blood tests, computerised axial tomography scan or magnetic resonance imaging "
subj:07003005,therapy,3,"Name: therapy
Description: Treatment of physical, mental or medical conditions by non-surgical means "
subj:07004000,health organisations,2,"Name: health organisations
Description: Includes stories about specific health organizations, including professional associations, non-profits and international groups "
subj:07005000,medical research,2,"Name: medical research
Description: Investigation into the causes and cures of diseases "
subj:07006000,medical staff,2,"Name: medical staff
Description: Doctors, nurses, interns and others in a medical facility "
subj:07006001,primary care physician,3,"Name: primary care physician
Description: Patient's basic health care doctor - first point of call for all health related problems "
subj:07006002,health-workers union,3,"Name: health-workers union
Description: Issues involving industry groups for doctors, nurses, health workers etc. "
subj:07007000,medicine,2,"Name: medicine
Description: A substance used with the expectation that it will eliminate disease or illness "
subj:07007001,herbal,3,"Name: herbal
Description: Treatment based on the use of herbs and other plants to cure or alleviate disease symptoms "
subj:07007002,holistic,3,"Name: holistic
Description: Treatment of the whole person including mental and social factors rather than just the symptoms of the disease. "
subj:07007003,western,3,"Name: western
Description: The practice of diagnosis, treatment and prevention of disease based on modern scientific research in the western hemisphere. "
subj:07007004,traditional Chinese,3,"Name: traditional Chinese
Description: The practice of diagnosis, treatment and prevention of disease based on traditional methods developed in the orient. "
subj:07008000,preventative medicine,2,"Name: preventative medicine
Description: Substances used to prevent diseases or illnesses "
subj:07008001,vaccines,3,"Name: vaccines
Description: Medications designed to create immunity to diseases "
subj:07009000,injury,2,"Name: injury
Description: A traumatic condition of the human body caused usually by outside forces "
subj:07010000,hospital and clinic,2,"Name: hospital and clinic
Description: Medical facilities for the treatment of illnesses and injury "
subj:07012000,private health care,2,"Name: private health care
Description: Health care provided by privately funded or insured organizations "
subj:07013000,healthcare policy,2,"Name: healthcare policy
Description: Health-related policy decisions including what different countries are doing regarding prescription drug policies, AIDS, psychiatric care, health care funding and related topics. "
subj:07013001,food safety,3,"Name: food safety
Description: Issues relating to food cleanliness and contamination "
subj:07014000,medical specialisation,2,"Name: medical specialisation
Description: The different medical specialist areas. "
subj:07014001,geriatric,3,"Name: geriatric
Description: Research into aging and age-related issues including age-related illnesses, medical research, trends, geriatric medicine and related topics like age discrimination and health insurance for an ageing population. "
subj:07014002,pediatrics,3,"Name: pediatrics
Description: Research and medicine specifically for the young - includes premature babies, infant care, childhood disease and treatment - also teen-related health and behaviour problems. "
subj:07014003,reproduction,3,"Name: reproduction
Description: Reproductive technologies like invitro fertilization and cloning as well as related debates. Sexual development matters and sexually transmitted diseases would also fall under this category. "
subj:07014004,genetics,3,"Name: genetics
Description: The science and research into genetic-base disease and cures for disease. This would include proteomics (the study of what proteins are produced by which genes and what those proteins do), general genetics and stem-cell research. "
subj:07014005,obstetrics/gynecology,3,"Name: obstetrics/gynecology
Description: Specialty of female reproductive organs "
subj:07015000,medical service,2,"Name: medical service
Description: Medical support for doctors, including blood tests and other medical tests on individuals, X-rays CAT scans MRIs etc. "
subj:07016000,physical fitness,2,"Name: physical fitness
Description: The condition of a person's cardio-vascular and muscular health. "
subj:07017000,illness,2,"Name: illness
Description: Non-specific maladies such as stomach aches, headaches, flat feet, lumbago "
subj:07017001,mental illness,3,"Name: mental illness
Description: Those illnesses affecting the mind "
subj:07017002,eating disorder,3,"Name: eating disorder
Description: Anorexia, bulimia, overeating and similar illnesses "
subj:07017003,obesity,3,"Name: obesity
Description: A condition of body weight generally considered 20 percent above the norm for gender, age, height and bone structure "
subj:07018000,medical conditions,2,"Name: medical conditions
Description: Various stages of disease, illness or injury "
subj:07019000,patient,2,"Name: patient
Description: Issues which affect population in general as attendees at hospitals or doctors' surgeries. "
subj:08000000,human interest,1,"Name: human interest
Description: Lighter items about individuals, groups, animals or objects. 
Keywords: heartwarming stories, inspiring individuals, community heroes, animal rescues, random acts of kindness, triumph over adversity, personal achievements, cultural celebrations, humanitarian efforts, overcoming challenges, charitable acts, emotional reunions, unusual companionships, extraordinary talents, lifestyle features, positive news, family milestones, elderly joys, youth accomplishments, neighborly goodwill, humorous anecdotes, acts of bravery, selfless volunteers, artistic expressions, innovative inventions, surprising turns of events, feel-good stories, underdog success, local interest pieces, courage in crisis, heartfelt tributes"
subj:08001000,animal,2,"Name: animal
Description: Animals of all types "
subj:08002000,curiosity,2,"Name: curiosity
Description: Content of an unusual nature that can raise questions or amuse "
subj:08003000,people,2,"Name: people
Description: Unusual content about people of all levels "
subj:08003001,advice,3,"Name: advice
Description: Letters and answers about personal problems that are publishable "
subj:08003002,celebrity,3,"Name: celebrity
Description: Celebrity news, i.e. Madonna has a baby, Elton John sues his accountants etc. "
subj:08003003,accomplishment,3,"Name: accomplishment
Description: Achievements by individuals or groups, such as charitable fundraising, winning a competitive contest etc "
subj:08003004,human mishap,3,"Name: human mishap
Description: Stories arising from silly/stupid human errors e.g. like forgetting to tie one end of a bungee cord "
subj:08003005,fortune-telling,3,"Name: fortune-telling
Description: The forecasting of future events or the delineation of character by methods not ordinarily considered to have a rational basis "
subj:08004000,mystery,2,"Name: mystery
Description: Something unexplained or unknown "
subj:08005000,society,2,"Name: society
Description: Stories of well-known people "
subj:08005001,ceremony,3,"Name: ceremony
Description: Rituals of a non-religious nature such as dedications, wreath layings, ship launchings etc "
subj:08005002,death,3,"Name: death
Description: The human interest aspects of the demise of a person "
subj:08005003,funeral,3,"Name: funeral
Description: The ceremony to intern the remains of a person "
subj:08005004,estate bestowal,3,"Name: estate bestowal
Description: The distribution of the estate of a person according to their will and any disagreements between the heirs "
subj:08005005,memorial,3,"Name: memorial
Description: Commemorative ceremony or object - plaque, statue etc - in remembrance of a person. "
subj:08006000,award and prize,2,"Name: award and prize
Description: Decorations, awards and prizes, including those given by the government. "
subj:08006001,record,3,"Name: record
Description: Non-sport achievement by an individual or group that sets a new record, such as most books read, holding your breath longest "
subj:08007000,imperial and royal matters,2,"Name: imperial and royal matters
Description: Imperial and royal family members, including matters on legal systems. "
subj:08008000,plant,2,"Name: plant
Description: An organism of the kind exemplified by trees, shrubs, grasses, ferns, and mosses, typically growing in a permanent site "
