review,aspect,label
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",wystrojem,negative
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",kanapy,negative
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",windy,negative
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",kanapa,negative
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",meble,negative
"Hotel zatrzymal sie wystrojem i wszystkim innym w dawnych czasach . Musztardowe kanapy , teleewizor z 1964roku , windy z lat 70 ' , wszedzie czuc stary olej i zapach papierosow . Na kazdym pietrze kanapa z innej parafii i jakies dziwne meble . za taka cene to jakas masakra . NIE POLECAM ( y ) ! !",cene,negative
Ma przyjazny stosunek do studenta zajęcia są dobrze prowadzone . Ocena jest za obecność . Polecam .,stosunek,positive
Ma przyjazny stosunek do studenta zajęcia są dobrze prowadzone . Ocena jest za obecność . Polecam .,zajęcia,positive
Ja również odradzam tej kliniki ! panie siedzące w rejestyracji nie doinformowane co innego mówią przez telefon co innego wychodzi przy płatności ! a o potwierdzenie zapłaty trzeba sie prosić i jeszcze wielkie zdziwienie ! ! ! Nie mam zaufania do tej placówki i odradzam ! wyzysk ! ! !,kliniki,negative
Ja również odradzam tej kliniki ! panie siedzące w rejestyracji nie doinformowane co innego mówią przez telefon co innego wychodzi przy płatności ! a o potwierdzenie zapłaty trzeba sie prosić i jeszcze wielkie zdziwienie ! ! ! Nie mam zaufania do tej placówki i odradzam ! wyzysk ! ! !,panie,negative
Ja również odradzam tej kliniki ! panie siedzące w rejestyracji nie doinformowane co innego mówią przez telefon co innego wychodzi przy płatności ! a o potwierdzenie zapłaty trzeba sie prosić i jeszcze wielkie zdziwienie ! ! ! Nie mam zaufania do tej placówki i odradzam ! wyzysk ! ! !,placówki,negative
"Kurs : Przyrzady polprzewodnikowe I Ocena : "" może b yć""[ /b] w ykła d p r o w",Kurs,neutral
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",Hotel,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",kolacja,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",śniadanie,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",wyposażenie pokoju,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",LCD,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",czajnik,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",herbatka,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",suszarka do włosów,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",WiFi,positive
"Hotel wygląda jak nowy , bardzo czysto i przyjemnie . Smaczna kolacja , śniadanie . Dobre wyposażenie pokoju - LCD , czajnik i herbatka , suszarka do włosów , WiFi . Obsługa bardzo miła i kompetentna . Hotel położony jest 8 km od dworca głównego . Jedno jest pewne , będąc w okolicach Gdańska chętnie skorzystam z usług tego hotelu .",Obsługa,positive
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",obsługa,positive
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",sprzatanie,negative
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",ręcznikach basenowych,negative
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",szklanek,negative
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",sztuccow,negative
"miła obsługa , również w języku polskim , codziennie wymieniane reczniki , niestety sprzatanie pozostawia wiele do życzenia . W windzie informacja o ręcznikach basenowych , niestety ich ani śladu . Brak szklanek oraz jakichkolwiek sztuccow , nieciekawa okolica + mieli śmy jakiś pokój łączony z innym gdzie wszystko było słychać .",okolica,negative
po przeczytaniu tych komentarzy zgodzilam sie by zrobic u tego lekarza operacje nosa i jest zle nos nadal ma garba leci w jedna strone i z jednej strony jest jakby wypuchniety co zle wyglada jestem zawiedziona bo naprawde zaufalam ze bede miec piekny nosek szkoda tylko tych pieniedzy i mojego stresu chce poprawki ! zastanowcie sie dobrze nad wyborem lekarza,lekarza operacje nosa,negative
po przeczytaniu tych komentarzy zgodzilam sie by zrobic u tego lekarza operacje nosa i jest zle nos nadal ma garba leci w jedna strone i z jednej strony jest jakby wypuchniety co zle wyglada jestem zawiedziona bo naprawde zaufalam ze bede miec piekny nosek szkoda tylko tych pieniedzy i mojego stresu chce poprawki ! zastanowcie sie dobrze nad wyborem lekarza,nos,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",pościel,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",pokoju,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",Wykładzina,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",ściany,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",ręczniki,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",Łazienka,negative
"W skrócie - brudno i śmierdzi . Więcej - śmierdząca , przepocona pościel , w pokoju śmierdzi papierosami . Wykładzina i ściany w pokojach całe w plamach . Szare stęchnięte ręczniki dla gości . Łazienka w pleśni . . . W restauracji kolacja nie nadająca się do spożycia . Wszystko na nie ! ! ! !",restauracji kolacja,negative
"Serdecznie polecam Gościniec każdemu kto chce spędzić czas nad polskim morzem w urokliwym Jantarze ! W Tulipanowym każdy może poczuć się wyjątkowo i jak członek rodziny . Przytulne wnętrze , pyszne śniadania przyrządzane przez Gospodarzy . Zapach kawy umila czas przy lekturze jednej z polecanych przez Gospodarzy książki !",Gościniec,positive
"Serdecznie polecam Gościniec każdemu kto chce spędzić czas nad polskim morzem w urokliwym Jantarze ! W Tulipanowym każdy może poczuć się wyjątkowo i jak członek rodziny . Przytulne wnętrze , pyszne śniadania przyrządzane przez Gospodarzy . Zapach kawy umila czas przy lekturze jednej z polecanych przez Gospodarzy książki !",Jantarze,positive
"Serdecznie polecam Gościniec każdemu kto chce spędzić czas nad polskim morzem w urokliwym Jantarze ! W Tulipanowym każdy może poczuć się wyjątkowo i jak członek rodziny . Przytulne wnętrze , pyszne śniadania przyrządzane przez Gospodarzy . Zapach kawy umila czas przy lekturze jednej z polecanych przez Gospodarzy książki !",wnętrze,positive
"Serdecznie polecam Gościniec każdemu kto chce spędzić czas nad polskim morzem w urokliwym Jantarze ! W Tulipanowym każdy może poczuć się wyjątkowo i jak członek rodziny . Przytulne wnętrze , pyszne śniadania przyrządzane przez Gospodarzy . Zapach kawy umila czas przy lekturze jednej z polecanych przez Gospodarzy książki !",śniadania,positive
"Lekarka nie powiem że najlepsza . Skierowanie na podstawowe testy skórne ( nie wiem po co na wziewne , bo doskonale wiem , że nie mam alergii na rzeczy fruwające w powietrzu i to mówiła m ) . Na spożywcze . . . Też wiem , że w podstawowych nic nie wyjdzie . Ale ok . Nie jestem lekarzem . Poza tym sympatyczna i odpowie na wszystkie pytania .",Lekarka,neutral
"Pani doktor dobra , postawiła wstępną diagnozę , zaleciła badania aczkolwiek czas spędzony w kolejce to masakra , wizyta prywatna a czas opóźnienia 1 , 5h o którym nikt wcześniej nie informuje . Przydał by się telefon z recepcji że jest opóźnienie w wizycie i było by wszystko ok .",Pani doktor,positive
"Pani doktor dobra , postawiła wstępną diagnozę , zaleciła badania aczkolwiek czas spędzony w kolejce to masakra , wizyta prywatna a czas opóźnienia 1 , 5h o którym nikt wcześniej nie informuje . Przydał by się telefon z recepcji że jest opóźnienie w wizycie i było by wszystko ok .",kolejce,negative
": D Bardzo fajnie prowadzi zajęcia . Ocena jest za obecność , więc warto chodzić . Można się przy okazji nauczyć dobrze tańczyć , co kiedyś może się przydać . Naprawdę polecam : D",zajęcia,positive
"Poprzednia opinia troche mnie zszokowała . Jednak miała m do czynie az Pania dr Kryczka i w sytuacji , gdy nikt z lekarzy nie byl w stanie mi pomoc ( mialam wtedy ok 12lat ) ona potrafila postawić bezbleda diagnoze ( trzeci migdał ) . A przez blisko rok leczono mnie na alergię , ktorej w zyciu nie miała m .",Pania,positive
"Była m na komunii u siostrzenicy i wszystko było jak trzeba ! Przemiła obsługa , pyszne jedzenie , pokoje schludne : ) Bardzo fajnie się bawili śmy , mam nadzieję , że to nie był mój ostatni raz tutaj , a może by tak i wesele tu zrobić . . kto wie : ) Z pewnością polecę dalszej części rodziny i znajomym : )",obsługa,positive
"Była m na komunii u siostrzenicy i wszystko było jak trzeba ! Przemiła obsługa , pyszne jedzenie , pokoje schludne : ) Bardzo fajnie się bawili śmy , mam nadzieję , że to nie był mój ostatni raz tutaj , a może by tak i wesele tu zrobić . . kto wie : ) Z pewnością polecę dalszej części rodziny i znajomym : )",jedzenie,positive
"Była m na komunii u siostrzenicy i wszystko było jak trzeba ! Przemiła obsługa , pyszne jedzenie , pokoje schludne : ) Bardzo fajnie się bawili śmy , mam nadzieję , że to nie był mój ostatni raz tutaj , a może by tak i wesele tu zrobić . . kto wie : ) Z pewnością polecę dalszej części rodziny i znajomym : )",pokoje,positive
"Hotel był przystankiem w podróży z Włoch do Paryża , znajduje się zaraz przy drodze , łatwo znaleźć , parking prywatny , spory . Pokój czysty , całkiem spory . Jedynym zaskoczeniem jest łazienka , która wygląda jak z kabiny na promie - bardzo ciasna i cała plastikowa . Jak na francuskie warunki pokój dość tani , wart swojej ceny",Hotel,positive
"Hotel był przystankiem w podróży z Włoch do Paryża , znajduje się zaraz przy drodze , łatwo znaleźć , parking prywatny , spory . Pokój czysty , całkiem spory . Jedynym zaskoczeniem jest łazienka , która wygląda jak z kabiny na promie - bardzo ciasna i cała plastikowa . Jak na francuskie warunki pokój dość tani , wart swojej ceny",parking,positive
"Hotel był przystankiem w podróży z Włoch do Paryża , znajduje się zaraz przy drodze , łatwo znaleźć , parking prywatny , spory . Pokój czysty , całkiem spory . Jedynym zaskoczeniem jest łazienka , która wygląda jak z kabiny na promie - bardzo ciasna i cała plastikowa . Jak na francuskie warunki pokój dość tani , wart swojej ceny",Pokój,positive
"Hotel był przystankiem w podróży z Włoch do Paryża , znajduje się zaraz przy drodze , łatwo znaleźć , parking prywatny , spory . Pokój czysty , całkiem spory . Jedynym zaskoczeniem jest łazienka , która wygląda jak z kabiny na promie - bardzo ciasna i cała plastikowa . Jak na francuskie warunki pokój dość tani , wart swojej ceny",łazienka,positive
"Spędzone tu 4 dni będę wspominała miło . Profesjonalny , miły , uśmiechnięty i przede wszystkim pomocny personel . Pokoje czyste zadbane komfortowe . Posiłki smaczne świeże po prostu mmm pycha : ) Bardzo blisko ( 2 - 3 min pieszo ) Galeria Łódzka , żabka . nie ma problemu z komunikacją : ) wszędzie się dotrze . Polecam bardzo fajne miejsce",personel,positive
"Spędzone tu 4 dni będę wspominała miło . Profesjonalny , miły , uśmiechnięty i przede wszystkim pomocny personel . Pokoje czyste zadbane komfortowe . Posiłki smaczne świeże po prostu mmm pycha : ) Bardzo blisko ( 2 - 3 min pieszo ) Galeria Łódzka , żabka . nie ma problemu z komunikacją : ) wszędzie się dotrze . Polecam bardzo fajne miejsce",Pokoje,positive
"Spędzone tu 4 dni będę wspominała miło . Profesjonalny , miły , uśmiechnięty i przede wszystkim pomocny personel . Pokoje czyste zadbane komfortowe . Posiłki smaczne świeże po prostu mmm pycha : ) Bardzo blisko ( 2 - 3 min pieszo ) Galeria Łódzka , żabka . nie ma problemu z komunikacją : ) wszędzie się dotrze . Polecam bardzo fajne miejsce",Posiłki,positive
"Spędzone tu 4 dni będę wspominała miło . Profesjonalny , miły , uśmiechnięty i przede wszystkim pomocny personel . Pokoje czyste zadbane komfortowe . Posiłki smaczne świeże po prostu mmm pycha : ) Bardzo blisko ( 2 - 3 min pieszo ) Galeria Łódzka , żabka . nie ma problemu z komunikacją : ) wszędzie się dotrze . Polecam bardzo fajne miejsce",miejsce,positive
"Pełna profesja począwszy od recepcji poprzez obsługę kelnerską , SPA , nie pomijając osób dbających o czystość . W tym jednym zdaniu zostało zawarte wszystko . Przyjemnością jest pisać o obiekcie same superlatywy . Nie wiem jak jest w sezonie , ale moim skromnym zdaniem profesjonalizm jest niezależny od sezonu .",recepcji,positive
"Pełna profesja począwszy od recepcji poprzez obsługę kelnerską , SPA , nie pomijając osób dbających o czystość . W tym jednym zdaniu zostało zawarte wszystko . Przyjemnością jest pisać o obiekcie same superlatywy . Nie wiem jak jest w sezonie , ale moim skromnym zdaniem profesjonalizm jest niezależny od sezonu .",obsługę kelnerską,positive
"Pełna profesja począwszy od recepcji poprzez obsługę kelnerską , SPA , nie pomijając osób dbających o czystość . W tym jednym zdaniu zostało zawarte wszystko . Przyjemnością jest pisać o obiekcie same superlatywy . Nie wiem jak jest w sezonie , ale moim skromnym zdaniem profesjonalizm jest niezależny od sezonu .",SPA,positive
"Pełna profesja począwszy od recepcji poprzez obsługę kelnerską , SPA , nie pomijając osób dbających o czystość . W tym jednym zdaniu zostało zawarte wszystko . Przyjemnością jest pisać o obiekcie same superlatywy . Nie wiem jak jest w sezonie , ale moim skromnym zdaniem profesjonalizm jest niezależny od sezonu .",osób dbających o czystość,positive
"Pełna profesja począwszy od recepcji poprzez obsługę kelnerską , SPA , nie pomijając osób dbających o czystość . W tym jednym zdaniu zostało zawarte wszystko . Przyjemnością jest pisać o obiekcie same superlatywy . Nie wiem jak jest w sezonie , ale moim skromnym zdaniem profesjonalizm jest niezależny od sezonu .",obiekcie,positive
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",Hotel,negative
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",zawieszenie,negative
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",Śniadanie,negative
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",produktów,negative
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",wystroju jadalni,negative
"Rozczarowanie roku . Hotel jest brudny , położony przy ruchliwym skrzyżowaniu , przy wjeździe mozna rozwalić zawieszenie , takie dziury . Śniadanie nie poprawiło oceny , mało świeżych produktów , o wystroju jadalni nie wspomnę . Łazienka w stylu późnego rokoko . Odradzam .",Łazienka,negative
"Była m tylko na jeden wizycie w związku z niepokojącymi mnie objawami . Lekarz delikatnie bada , odpowiada na pytania i tłumaczy wszystko . Nie było specjalnego opóźnienia w przyjęciu , i można było wybrać w miarę szybko termin wizyty . Lokalizacja gabinetu Gdańsk Morena , blisko głównej ulicy i komunikacji czyli dojazd łatwy też na plus .",Lekarz,positive
"Była m tylko na jeden wizycie w związku z niepokojącymi mnie objawami . Lekarz delikatnie bada , odpowiada na pytania i tłumaczy wszystko . Nie było specjalnego opóźnienia w przyjęciu , i można było wybrać w miarę szybko termin wizyty . Lokalizacja gabinetu Gdańsk Morena , blisko głównej ulicy i komunikacji czyli dojazd łatwy też na plus .",Lokalizacja,positive
"SPA to kpina ! Obsługa , zabiegi , sposób ich wykonania to istny koszmar ! Profesjonalizm to abstrakcja . Szkoda pieniędzy , ponieważ to nie oszczędność a marnotrawstwo . Hotel w opłakanym stanie . Zdjęcia kompletnie nie oddają rzeczywistości . Nie polecamy !",SPA,negative
"SPA to kpina ! Obsługa , zabiegi , sposób ich wykonania to istny koszmar ! Profesjonalizm to abstrakcja . Szkoda pieniędzy , ponieważ to nie oszczędność a marnotrawstwo . Hotel w opłakanym stanie . Zdjęcia kompletnie nie oddają rzeczywistości . Nie polecamy !",Obsługa,negative
"SPA to kpina ! Obsługa , zabiegi , sposób ich wykonania to istny koszmar ! Profesjonalizm to abstrakcja . Szkoda pieniędzy , ponieważ to nie oszczędność a marnotrawstwo . Hotel w opłakanym stanie . Zdjęcia kompletnie nie oddają rzeczywistości . Nie polecamy !",zabiegi,negative
"SPA to kpina ! Obsługa , zabiegi , sposób ich wykonania to istny koszmar ! Profesjonalizm to abstrakcja . Szkoda pieniędzy , ponieważ to nie oszczędność a marnotrawstwo . Hotel w opłakanym stanie . Zdjęcia kompletnie nie oddają rzeczywistości . Nie polecamy !",Hotel,negative
"lekarka ktora bardzo chłodno podchodzi do pacjenta i nie jest zainteresowana udzieleniem informacji gdzie mozna byloby wykonac bardziej specjaliztyczne badania , ktorych nie mozna wykonac w Czestochowie . Po prostu zbywa pacjenta mówiąc "" u nas w szpitalu nie ma innych mozliwosci badań "" i to koniec rozmowy .",lekarka,negative
"Ja jako pacjentka nie narzekam a wrecz chwale . Pani doktor prowadziła mi ciazę . Chodze do niej od 7 lat . Gabinet który ma w buku na Oś 700 - lecia jest bardzo przytulny i styrylny . fakt ze nie bylo USG i nie wiem czy teraz jest , mi nie przeszkadzało zeby jechac do szpitala .",Pani doktor,positive
"Ja jako pacjentka nie narzekam a wrecz chwale . Pani doktor prowadziła mi ciazę . Chodze do niej od 7 lat . Gabinet który ma w buku na Oś 700 - lecia jest bardzo przytulny i styrylny . fakt ze nie bylo USG i nie wiem czy teraz jest , mi nie przeszkadzało zeby jechac do szpitala .",Gabinet,positive
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",zdj,negative
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",hotelu,negative
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",Pokoje,negative
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",łazience,negative
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",wystrój,negative
"Brak słów na opisanie tego syfu , zdj mówią same za siebie . Nikomu nie polecam tego hotelu . Pokoje są brudne , w łazience jest pleśń oraz grzyb , wystrój typowy dla kiczu lat 90 , jedzenie również nie jest pierwszej świeżości .",jedzenie,negative
"„ Są to minimalne koszty jakie wywołuje zwykła grypa sezonowa . W rzeczywistości są one znacznie większe ” – powiedział Łukasz Zalicki , ekspert Ernst & You n",minimalne,positive
"„ Są to minimalne koszty jakie wywołuje zwykła grypa sezonowa . W rzeczywistości są one znacznie większe ” – powiedział Łukasz Zalicki , ekspert Ernst & You n",a,positive
Nie wspominam jego Osoby przyjaznie wręcz przeciwnie dla pacjentów oschły albo agresywny odnoszenie się uniesionym głosem do osób starszych i nie tylko . . . : ( ( co do wiedzy nie moge sie wypowiedziec bo sam przezucił mnie w rece innego lekarza . . . moje szczeście w nieszczęściu . . .,Osoby,negative
"Uważam , że doktor się przecenia , za uzyskane słowa "" nie wykonuję takiego aparatu , oraz otrzymaniu cennika , zapłaciła m 50 zł . Może jest i dobrym lekarzem , tego nie podważę , ponieważ nie zdecydowała m się na leczenie jeszcze . Ale podejście do pacjenta ma zbyt wygórowane .",doktor,negative
"Uważam , że doktor się przecenia , za uzyskane słowa "" nie wykonuję takiego aparatu , oraz otrzymaniu cennika , zapłaciła m 50 zł . Może jest i dobrym lekarzem , tego nie podważę , ponieważ nie zdecydowała m się na leczenie jeszcze . Ale podejście do pacjenta ma zbyt wygórowane .",cennika,negative
"Uważam , że doktor się przecenia , za uzyskane słowa "" nie wykonuję takiego aparatu , oraz otrzymaniu cennika , zapłaciła m 50 zł . Może jest i dobrym lekarzem , tego nie podważę , ponieważ nie zdecydowała m się na leczenie jeszcze . Ale podejście do pacjenta ma zbyt wygórowane .",podejście,negative
"Największa zaleta to usytuowanie względem celu mojej podróży . Wadą niestety jest to , że w pokoju były okna dachowe , w których brak sterowania zamykania podczas deszczu a co za tym idzie były zacieki na ścianach nie wspominając już o stanie paneli na podłodze . . . Estetyka względem ceny niestety nie zadowalająca .",usytuowanie,positive
"Największa zaleta to usytuowanie względem celu mojej podróży . Wadą niestety jest to , że w pokoju były okna dachowe , w których brak sterowania zamykania podczas deszczu a co za tym idzie były zacieki na ścianach nie wspominając już o stanie paneli na podłodze . . . Estetyka względem ceny niestety nie zadowalająca .",okna dachowe,negative
